Time and date',ECG,PPG
[11:28:29.336 14/08/1994]',-0.044,82.321
[11:28:29.338 14/08/1994]',-0.044,82.321
[11:28:29.340 14/08/1994]',-0.051,82.321
[11:28:29.342 14/08/1994]',-0.051,82.321
[11:28:29.344 14/08/1994]',-0.051,80.14
[11:28:29.346 14/08/1994]',-0.066,80.14
[11:28:29.348 14/08/1994]',-0.066,80.14
[11:28:29.350 14/08/1994]',-0.066,80.14
[11:28:29.352 14/08/1994]',-0.074,77.96
[11:28:29.354 14/08/1994]',-0.066,77.96
[11:28:29.356 14/08/1994]',-0.066,77.96
[11:28:29.358 14/08/1994]',-0.066,77.96
[11:28:29.360 14/08/1994]',-0.066,75.623
[11:28:29.362 14/08/1994]',-0.066,75.623
[11:28:29.364 14/08/1994]',-0.066,75.623
[11:28:29.366 14/08/1994]',-0.066,75.623
[11:28:29.368 14/08/1994]',-0.051,73.287
[11:28:29.370 14/08/1994]',-0.051,73.287
[11:28:29.372 14/08/1994]',-0.044,73.287
[11:28:29.374 14/08/1994]',-0.051,73.287
[11:28:29.376 14/08/1994]',-0.044,71.106
[11:28:29.378 14/08/1994]',-0.044,71.106
[11:28:29.380 14/08/1994]',-0.051,71.106
[11:28:29.382 14/08/1994]',-0.051,71.106
[11:28:29.384 14/08/1994]',-0.044,69.081
[11:28:29.386 14/08/1994]',-0.044,69.081
[11:28:29.388 14/08/1994]',-0.051,69.081
[11:28:29.390 14/08/1994]',-0.051,69.081
[11:28:29.392 14/08/1994]',-0.051,67.212
[11:28:29.394 14/08/1994]',-0.051,67.212
[11:28:29.396 14/08/1994]',-0.044,67.212
[11:28:29.398 14/08/1994]',-0.044,67.212
[11:28:29.400 14/08/1994]',-0.044,65.888
[11:28:29.402 14/08/1994]',-0.044,65.888
[11:28:29.404 14/08/1994]',-0.044,65.888
[11:28:29.406 14/08/1994]',-0.044,65.888
[11:28:29.408 14/08/1994]',-0.044,65.031
[11:28:29.410 14/08/1994]',-0.044,65.031
[11:28:29.412 14/08/1994]',-0.044,65.031
[11:28:29.414 14/08/1994]',-0.044,65.031
[11:28:29.416 14/08/1994]',-0.044,64.642
[11:28:29.418 14/08/1994]',-0.044,64.642
[11:28:29.420 14/08/1994]',-0.044,64.642
[11:28:29.422 14/08/1994]',-0.036,64.642
[11:28:29.424 14/08/1994]',-0.044,64.642
[11:28:29.426 14/08/1994]',-0.044,64.642
[11:28:29.428 14/08/1994]',-0.044,64.642
[11:28:29.430 14/08/1994]',-0.036,64.642
[11:28:29.432 14/08/1994]',-0.036,64.642
[11:28:29.434 14/08/1994]',-0.036,64.642
[11:28:29.436 14/08/1994]',-0.044,64.642
[11:28:29.438 14/08/1994]',-0.036,64.642
[11:28:29.440 14/08/1994]',-0.036,64.72
[11:28:29.442 14/08/1994]',-0.036,64.72
[11:28:29.444 14/08/1994]',-0.044,64.72
[11:28:29.446 14/08/1994]',-0.036,64.72
[11:28:29.448 14/08/1994]',-0.044,64.72
[11:28:29.450 14/08/1994]',-0.036,64.72
[11:28:29.452 14/08/1994]',-0.044,64.72
[11:28:29.454 14/08/1994]',-0.036,64.72
[11:28:29.456 14/08/1994]',-0.044,64.642
[11:28:29.458 14/08/1994]',-0.036,64.642
[11:28:29.460 14/08/1994]',-0.036,64.642
[11:28:29.462 14/08/1994]',-0.036,64.642
[11:28:29.464 14/08/1994]',-0.036,64.564
[11:28:29.466 14/08/1994]',-0.036,64.564
[11:28:29.468 14/08/1994]',-0.036,64.564
[11:28:29.470 14/08/1994]',-0.029,64.564
[11:28:29.472 14/08/1994]',-0.022,64.408
[11:28:29.474 14/08/1994]',-0.022,64.408
[11:28:29.476 14/08/1994]',-0.022,64.408
[11:28:29.478 14/08/1994]',-0.029,64.408
[11:28:29.480 14/08/1994]',-0.044,64.33
[11:28:29.482 14/08/1994]',-0.074,64.33
[11:28:29.484 14/08/1994]',-0.11,64.33
[11:28:29.486 14/08/1994]',-0.17,64.33
[11:28:29.488 14/08/1994]',-0.229,64.174
[11:28:29.490 14/08/1994]',-0.303,64.174
[11:28:29.492 14/08/1994]',-0.399,64.174
[11:28:29.494 14/08/1994]',-0.473,64.174
[11:28:29.496 14/08/1994]',-0.547,64.097
[11:28:29.498 14/08/1994]',-0.629,64.097
[11:28:29.500 14/08/1994]',-,64.097
[11:28:29.502 14/08/1994]',-,64.097
[11:28:29.504 14/08/1994]',-,64.019
[11:28:29.506 14/08/1994]',-,64.019
[11:28:29.508 14/08/1994]',-,64.019
[11:28:29.510 14/08/1994]',-,64.019
[11:28:29.512 14/08/1994]',-,63.863
[11:28:29.514 14/08/1994]',-,63.863
[11:28:29.516 14/08/1994]',-,63.863
[11:28:29.518 14/08/1994]',-,63.863
[11:28:29.520 14/08/1994]',-,63.707
[11:28:29.522 14/08/1994]',-,63.707
[11:28:29.524 14/08/1994]',-,63.707
[11:28:29.526 14/08/1994]',-,63.707
[11:28:29.528 14/08/1994]',-0.621,63.318
[11:28:29.530 14/08/1994]',-0.54,63.318
[11:28:29.532 14/08/1994]',-0.48,63.318
[11:28:29.534 14/08/1994]',-0.399,63.318
[11:28:29.536 14/08/1994]',-0.332,62.928
[11:28:29.538 14/08/1994]',-0.266,62.928
[11:28:29.540 14/08/1994]',-0.214,62.928
[11:28:29.542 14/08/1994]',-0.185,62.928
[11:28:29.544 14/08/1994]',-0.162,62.461
[11:28:29.546 14/08/1994]',-0.133,62.461
[11:28:29.548 14/08/1994]',-0.103,62.461
[11:28:29.550 14/08/1994]',-0.081,62.461
[11:28:29.552 14/08/1994]',-0.051,62.15
[11:28:29.554 14/08/1994]',-0.036,62.15
[11:28:29.556 14/08/1994]',-0.014,62.15
[11:28:29.558 14/08/1994]',0.001,62.15
[11:28:29.560 14/08/1994]',0.015,61.838
[11:28:29.562 14/08/1994]',0.03,61.838
[11:28:29.564 14/08/1994]',0.037,61.838
[11:28:29.566 14/08/1994]',0.052,61.838
[11:28:29.568 14/08/1994]',0.067,61.449
[11:28:29.570 14/08/1994]',0.067,61.449
[11:28:29.572 14/08/1994]',0.082,61.449
[11:28:29.574 14/08/1994]',0.089,61.449
[11:28:29.576 14/08/1994]',0.089,60.981
[11:28:29.578 14/08/1994]',0.097,60.981
[11:28:29.580 14/08/1994]',0.104,60.981
[11:28:29.582 14/08/1994]',0.111,60.981
[11:28:29.584 14/08/1994]',0.111,60.592
[11:28:29.586 14/08/1994]',0.119,60.592
[11:28:29.588 14/08/1994]',0.134,60.592
[11:28:29.590 14/08/1994]',0.134,60.592
[11:28:29.592 14/08/1994]',0.134,60.125
[11:28:29.594 14/08/1994]',0.134,60.125
[11:28:29.596 14/08/1994]',0.134,60.125
[11:28:29.598 14/08/1994]',0.134,60.125
[11:28:29.600 14/08/1994]',0.134,59.657
[11:28:29.602 14/08/1994]',0.134,59.657
[11:28:29.604 14/08/1994]',0.141,59.657
[11:28:29.606 14/08/1994]',0.134,59.657
[11:28:29.608 14/08/1994]',0.134,59.19
[11:28:29.610 14/08/1994]',0.141,59.19
[11:28:29.612 14/08/1994]',0.134,59.19
[11:28:29.614 14/08/1994]',0.141,59.19
[11:28:29.616 14/08/1994]',0.141,58.723
[11:28:29.618 14/08/1994]',0.141,58.723
[11:28:29.620 14/08/1994]',0.141,58.723
[11:28:29.622 14/08/1994]',0.141,58.723
[11:28:29.624 14/08/1994]',0.141,58.178
[11:28:29.626 14/08/1994]',0.141,58.178
[11:28:29.628 14/08/1994]',0.141,58.178
[11:28:29.630 14/08/1994]',0.119,58.178
[11:28:29.632 14/08/1994]',0.134,57.632
[11:28:29.634 14/08/1994]',0.134,57.632
[11:28:29.636 14/08/1994]',0.141,57.632
[11:28:29.638 14/08/1994]',0.141,57.632
[11:28:29.640 14/08/1994]',0.141,57.165
[11:28:29.642 14/08/1994]',0.134,57.165
[11:28:29.644 14/08/1994]',0.134,57.165
[11:28:29.646 14/08/1994]',0.134,57.165
[11:28:29.648 14/08/1994]',0.119,56.776
[11:28:29.650 14/08/1994]',0.119,56.776
[11:28:29.652 14/08/1994]',0.134,56.776
[11:28:29.654 14/08/1994]',0.134,56.776
[11:28:29.656 14/08/1994]',0.134,56.464
[11:28:29.658 14/08/1994]',0.141,56.464
[11:28:29.660 14/08/1994]',0.141,56.464
[11:28:29.662 14/08/1994]',0.141,56.464
[11:28:29.664 14/08/1994]',0.156,56.542
[11:28:29.666 14/08/1994]',0.156,56.542
[11:28:29.668 14/08/1994]',0.163,56.542
[11:28:29.670 14/08/1994]',0.171,56.542
[11:28:29.672 14/08/1994]',0.171,57.321
[11:28:29.674 14/08/1994]',0.171,57.321
[11:28:29.676 14/08/1994]',0.178,57.321
[11:28:29.678 14/08/1994]',0.186,57.321
[11:28:29.680 14/08/1994]',0.186,59.579
[11:28:29.682 14/08/1994]',0.186,59.579
[11:28:29.684 14/08/1994]',0.186,59.579
[11:28:29.686 14/08/1994]',0.208,59.579
[11:28:29.688 14/08/1994]',0.208,64.097
[11:28:29.690 14/08/1994]',0.215,64.097
[11:28:29.692 14/08/1994]',0.215,64.097
[11:28:29.694 14/08/1994]',0.215,64.097
[11:28:29.696 14/08/1994]',0.222,70.561
[11:28:29.698 14/08/1994]',0.222,70.561
[11:28:29.700 14/08/1994]',0.237,70.561
[11:28:29.702 14/08/1994]',0.245,70.561
[11:28:29.704 14/08/1994]',0.252,77.57
[11:28:29.706 14/08/1994]',0.267,77.57
[11:28:29.708 14/08/1994]',0.274,77.57
[11:28:29.710 14/08/1994]',0.282,77.57
[11:28:29.712 14/08/1994]',0.282,83.255
[11:28:29.714 14/08/1994]',0.289,83.255
[11:28:29.716 14/08/1994]',0.297,83.255
[11:28:29.718 14/08/1994]',0.297,83.255
[11:28:29.720 14/08/1994]',0.304,86.994
[11:28:29.722 14/08/1994]',0.304,86.994
[11:28:29.724 14/08/1994]',0.304,86.994
[11:28:29.726 14/08/1994]',0.311,86.994
[11:28:29.728 14/08/1994]',0.311,88.863
[11:28:29.730 14/08/1994]',0.311,88.863
[11:28:29.732 14/08/1994]',0.319,88.863
[11:28:29.734 14/08/1994]',0.319,88.863
[11:28:29.736 14/08/1994]',0.319,89.72
[11:28:29.738 14/08/1994]',0.319,89.72
[11:28:29.740 14/08/1994]',0.319,89.72
[11:28:29.742 14/08/1994]',0.311,89.72
[11:28:29.744 14/08/1994]',0.311,89.953
[11:28:29.746 14/08/1994]',0.311,89.953
[11:28:29.748 14/08/1994]',0.297,89.953
[11:28:29.750 14/08/1994]',0.289,89.953
[11:28:29.752 14/08/1994]',0.282,89.953
[11:28:29.754 14/08/1994]',0.282,89.953
[11:28:29.756 14/08/1994]',0.267,89.953
[11:28:29.758 14/08/1994]',0.252,89.953
[11:28:29.760 14/08/1994]',0.252,89.875
[11:28:29.762 14/08/1994]',0.23,89.875
[11:28:29.764 14/08/1994]',0.215,89.875
[11:28:29.766 14/08/1994]',0.2,89.875
[11:28:29.768 14/08/1994]',0.186,89.642
[11:28:29.770 14/08/1994]',0.171,89.642
[11:28:29.772 14/08/1994]',0.156,89.642
[11:28:29.774 14/08/1994]',0.141,89.642
[11:28:29.776 14/08/1994]',0.119,89.174
[11:28:29.778 14/08/1994]',0.104,89.174
[11:28:29.780 14/08/1994]',0.097,89.174
[11:28:29.782 14/08/1994]',0.089,89.174
[11:28:29.784 14/08/1994]',0.075,88.474
[11:28:29.786 14/08/1994]',0.067,88.474
[11:28:29.788 14/08/1994]',0.052,88.474
[11:28:29.790 14/08/1994]',0.037,88.474
[11:28:29.792 14/08/1994]',0.03,87.383
[11:28:29.794 14/08/1994]',0.023,87.383
[11:28:29.796 14/08/1994]',0.015,87.383
[11:28:29.798 14/08/1994]',0.008,87.383
[11:28:29.800 14/08/1994]',0.008,86.059
[11:28:29.802 14/08/1994]',-0.007,86.059
[11:28:29.804 14/08/1994]',-0.014,86.059
[11:28:29.806 14/08/1994]',-0.014,86.059
[11:28:29.808 14/08/1994]',-0.014,84.424
[11:28:29.810 14/08/1994]',-0.022,84.424
[11:28:29.812 14/08/1994]',-0.036,84.424
[11:28:29.814 14/08/1994]',-0.029,84.424
[11:28:29.816 14/08/1994]',-0.029,82.555
[11:28:29.818 14/08/1994]',-0.029,82.555
[11:28:29.820 14/08/1994]',-0.036,82.555
[11:28:29.822 14/08/1994]',-0.036,82.555
[11:28:29.824 14/08/1994]',-0.036,80.452
[11:28:29.826 14/08/1994]',-0.044,80.452
[11:28:29.828 14/08/1994]',-0.044,80.452
[11:28:29.830 14/08/1994]',-0.044,80.452
[11:28:29.832 14/08/1994]',-0.051,78.115
[11:28:29.834 14/08/1994]',-0.051,78.115
[11:28:29.836 14/08/1994]',-0.066,78.115
[11:28:29.838 14/08/1994]',-0.066,78.115
[11:28:29.840 14/08/1994]',-0.066,75.701
[11:28:29.842 14/08/1994]',-0.066,75.701
[11:28:29.844 14/08/1994]',-0.074,75.701
[11:28:29.846 14/08/1994]',-0.074,75.701
[11:28:29.848 14/08/1994]',-0.074,73.209
[11:28:29.850 14/08/1994]',-0.074,73.209
[11:28:29.852 14/08/1994]',-0.074,73.209
[11:28:29.854 14/08/1994]',-0.066,73.209
[11:28:29.856 14/08/1994]',-0.066,70.717
[11:28:29.858 14/08/1994]',-0.044,70.717
[11:28:29.860 14/08/1994]',-0.044,70.717
[11:28:29.862 14/08/1994]',-0.044,70.717
[11:28:29.864 14/08/1994]',-0.044,68.224
[11:28:29.866 14/08/1994]',-0.044,68.224
[11:28:29.868 14/08/1994]',-0.044,68.224
[11:28:29.870 14/08/1994]',-0.044,68.224
[11:28:29.872 14/08/1994]',-0.051,65.966
[11:28:29.874 14/08/1994]',-0.051,65.966
[11:28:29.876 14/08/1994]',-0.044,65.966
[11:28:29.878 14/08/1994]',-0.051,65.966
[11:28:29.880 14/08/1994]',-0.051,63.941
[11:28:29.882 14/08/1994]',-0.051,63.941
[11:28:29.884 14/08/1994]',-0.066,63.941
[11:28:29.886 14/08/1994]',-0.044,63.941
[11:28:29.888 14/08/1994]',-0.044,62.383
[11:28:29.890 14/08/1994]',-0.044,62.383
[11:28:29.892 14/08/1994]',-0.044,62.383
[11:28:29.894 14/08/1994]',-0.051,62.383
[11:28:29.896 14/08/1994]',-0.051,61.293
[11:28:29.898 14/08/1994]',-0.044,61.293
[11:28:29.900 14/08/1994]',-0.051,61.293
[11:28:29.902 14/08/1994]',-0.051,61.293
[11:28:29.904 14/08/1994]',-0.044,60.826
[11:28:29.906 14/08/1994]',-0.044,60.826
[11:28:29.908 14/08/1994]',-0.044,60.826
[11:28:29.910 14/08/1994]',-0.044,60.826
[11:28:29.912 14/08/1994]',-0.044,60.748
[11:28:29.914 14/08/1994]',-0.036,60.748
[11:28:29.916 14/08/1994]',-0.044,60.748
[11:28:29.918 14/08/1994]',-0.044,60.748
[11:28:29.920 14/08/1994]',-0.044,60.903
[11:28:29.922 14/08/1994]',-0.044,60.903
[11:28:29.924 14/08/1994]',-0.044,60.903
[11:28:29.926 14/08/1994]',-0.036,60.903
[11:28:29.928 14/08/1994]',-0.036,61.059
[11:28:29.930 14/08/1994]',-0.044,61.059
[11:28:29.932 14/08/1994]',-0.044,61.059
[11:28:29.934 14/08/1994]',-0.051,61.059
[11:28:29.936 14/08/1994]',-0.051,61.215
[11:28:29.938 14/08/1994]',-0.044,61.215
[11:28:29.940 14/08/1994]',-0.051,61.215
[11:28:29.942 14/08/1994]',-0.044,61.215
[11:28:29.944 14/08/1994]',-0.051,61.137
[11:28:29.946 14/08/1994]',-0.051,61.137
[11:28:29.948 14/08/1994]',-0.051,61.137
[11:28:29.950 14/08/1994]',-0.051,61.137
[11:28:29.952 14/08/1994]',-0.044,60.981
[11:28:29.954 14/08/1994]',-0.051,60.981
[11:28:29.956 14/08/1994]',-0.044,60.981
[11:28:29.958 14/08/1994]',-0.036,60.981
[11:28:29.960 14/08/1994]',-0.029,60.826
[11:28:29.962 14/08/1994]',-0.022,60.826
[11:28:29.964 14/08/1994]',-0.014,60.826
[11:28:29.966 14/08/1994]',-0.022,60.826
[11:28:29.968 14/08/1994]',-0.036,60.748
[11:28:29.970 14/08/1994]',-0.066,60.748
[11:28:29.972 14/08/1994]',-0.103,60.748
[11:28:29.974 14/08/1994]',-0.162,60.748
[11:28:29.976 14/08/1994]',-0.229,60.67
[11:28:29.978 14/08/1994]',-0.303,60.67
[11:28:29.980 14/08/1994]',-0.399,60.67
[11:28:29.982 14/08/1994]',-0.473,60.67
[11:28:29.984 14/08/1994]',-0.547,60.514
[11:28:29.986 14/08/1994]',-0.629,60.514
[11:28:29.988 14/08/1994]',-,60.514
[11:28:29.990 14/08/1994]',-,60.514
[11:28:29.992 14/08/1994]',-,60.358
[11:28:29.994 14/08/1994]',-,60.358
[11:28:29.996 14/08/1994]',-,60.358
[11:28:29.998 14/08/1994]',-,60.358
[11:28:30.000 14/08/1994]',-,60.125
[11:28:30.002 14/08/1994]',-,60.125
[11:28:30.004 14/08/1994]',-,60.125
[11:28:30.006 14/08/1994]',-,60.125
[11:28:30.008 14/08/1994]',-,59.735
[11:28:30.010 14/08/1994]',-,59.735
[11:28:30.012 14/08/1994]',-,59.735
[11:28:30.014 14/08/1994]',-,59.735
[11:28:30.016 14/08/1994]',-0.636,59.346
[11:28:30.018 14/08/1994]',-0.547,59.346
[11:28:30.020 14/08/1994]',-0.473,59.346
[11:28:30.022 14/08/1994]',-0.414,59.346
[11:28:30.024 14/08/1994]',-0.347,58.879
[11:28:30.026 14/08/1994]',-0.288,58.879
[11:28:30.028 14/08/1994]',-0.236,58.879
[11:28:30.030 14/08/1994]',-0.207,58.879
[11:28:30.032 14/08/1994]',-0.177,58.489
[11:28:30.034 14/08/1994]',-0.147,58.489
[11:28:30.036 14/08/1994]',-0.11,58.489
[11:28:30.038 14/08/1994]',-0.088,58.489
[11:28:30.040 14/08/1994]',-0.051,57.944
[11:28:30.042 14/08/1994]',-0.036,57.944
[11:28:30.044 14/08/1994]',-0.022,57.944
[11:28:30.046 14/08/1994]',-0.007,57.944
[11:28:30.048 14/08/1994]',0.001,57.555
[11:28:30.050 14/08/1994]',0.015,57.555
[11:28:30.052 14/08/1994]',0.03,57.555
[11:28:30.054 14/08/1994]',0.045,57.555
[11:28:30.056 14/08/1994]',0.067,57.087
[11:28:30.058 14/08/1994]',0.075,57.087
[11:28:30.060 14/08/1994]',0.075,57.087
[11:28:30.062 14/08/1994]',0.082,57.087
[11:28:30.064 14/08/1994]',0.089,56.776
[11:28:30.066 14/08/1994]',0.089,56.776
[11:28:30.068 14/08/1994]',0.097,56.776
[11:28:30.070 14/08/1994]',0.104,56.776
[11:28:30.072 14/08/1994]',0.111,56.386
[11:28:30.074 14/08/1994]',0.104,56.386
[11:28:30.076 14/08/1994]',0.104,56.386
[11:28:30.078 14/08/1994]',0.104,56.386
[11:28:30.080 14/08/1994]',0.111,55.997
[11:28:30.082 14/08/1994]',0.111,55.997
[11:28:30.084 14/08/1994]',0.111,55.997
[11:28:30.086 14/08/1994]',0.111,55.997
[11:28:30.088 14/08/1994]',0.111,55.607
[11:28:30.090 14/08/1994]',0.119,55.607
[11:28:30.092 14/08/1994]',0.134,55.607
[11:28:30.094 14/08/1994]',0.141,55.607
[11:28:30.096 14/08/1994]',0.148,55.14
[11:28:30.098 14/08/1994]',0.148,55.14
[11:28:30.100 14/08/1994]',0.148,55.14
[11:28:30.102 14/08/1994]',0.156,55.14
[11:28:30.104 14/08/1994]',0.148,54.595
[11:28:30.106 14/08/1994]',0.156,54.595
[11:28:30.108 14/08/1994]',0.148,54.595
[11:28:30.110 14/08/1994]',0.156,54.595
[11:28:30.112 14/08/1994]',0.156,54.128
[11:28:30.114 14/08/1994]',0.148,54.128
[11:28:30.116 14/08/1994]',0.141,54.128
[11:28:30.118 14/08/1994]',0.141,54.128
[11:28:30.120 14/08/1994]',0.148,53.583
[11:28:30.122 14/08/1994]',0.156,53.583
[11:28:30.124 14/08/1994]',0.148,53.583
[11:28:30.126 14/08/1994]',0.148,53.583
[11:28:30.128 14/08/1994]',0.156,53.037
[11:28:30.130 14/08/1994]',0.148,53.037
[11:28:30.132 14/08/1994]',0.141,53.037
[11:28:30.134 14/08/1994]',0.141,53.037
[11:28:30.136 14/08/1994]',0.148,52.57
[11:28:30.138 14/08/1994]',0.163,52.57
[11:28:30.140 14/08/1994]',0.156,52.57
[11:28:30.142 14/08/1994]',0.163,52.57
[11:28:30.144 14/08/1994]',0.156,52.259
[11:28:30.146 14/08/1994]',0.163,52.259
[11:28:30.148 14/08/1994]',0.163,52.259
[11:28:30.150 14/08/1994]',0.163,52.259
[11:28:30.152 14/08/1994]',0.163,52.103
[11:28:30.154 14/08/1994]',0.171,52.103
[11:28:30.156 14/08/1994]',0.178,52.103
[11:28:30.158 14/08/1994]',0.171,52.103
[11:28:30.160 14/08/1994]',0.178,52.414
[11:28:30.162 14/08/1994]',0.178,52.414
[11:28:30.164 14/08/1994]',0.186,52.414
[11:28:30.166 14/08/1994]',0.2,52.414
[11:28:30.168 14/08/1994]',0.2,53.894
[11:28:30.170 14/08/1994]',0.208,53.894
[11:28:30.172 14/08/1994]',0.215,53.894
[11:28:30.174 14/08/1994]',0.222,53.894
[11:28:30.176 14/08/1994]',0.222,57.165
[11:28:30.178 14/08/1994]',0.222,57.165
[11:28:30.180 14/08/1994]',0.222,57.165
[11:28:30.182 14/08/1994]',0.23,57.165
[11:28:30.184 14/08/1994]',0.23,62.461
[11:28:30.186 14/08/1994]',0.245,62.461
[11:28:30.188 14/08/1994]',0.245,62.461
[11:28:30.190 14/08/1994]',0.252,62.461
[11:28:30.192 14/08/1994]',0.274,69.003
[11:28:30.194 14/08/1994]',0.282,69.003
[11:28:30.196 14/08/1994]',0.289,69.003
[11:28:30.198 14/08/1994]',0.297,69.003
[11:28:30.200 14/08/1994]',0.297,75
[11:28:30.202 14/08/1994]',0.304,75
[11:28:30.204 14/08/1994]',0.319,75
[11:28:30.206 14/08/1994]',0.319,75
[11:28:30.208 14/08/1994]',0.319,79.439
[11:28:30.210 14/08/1994]',0.319,79.439
[11:28:30.212 14/08/1994]',0.333,79.439
[11:28:30.214 14/08/1994]',0.341,79.439
[11:28:30.216 14/08/1994]',0.341,82.243
[11:28:30.218 14/08/1994]',0.348,82.243
[11:28:30.220 14/08/1994]',0.356,82.243
[11:28:30.222 14/08/1994]',0.348,82.243
[11:28:30.224 14/08/1994]',0.348,83.801
[11:28:30.226 14/08/1994]',0.348,83.801
[11:28:30.228 14/08/1994]',0.341,83.801
[11:28:30.230 14/08/1994]',0.341,83.801
[11:28:30.232 14/08/1994]',0.333,84.657
[11:28:30.234 14/08/1994]',0.333,84.657
[11:28:30.236 14/08/1994]',0.319,84.657
[11:28:30.238 14/08/1994]',0.311,84.657
[11:28:30.240 14/08/1994]',0.304,84.969
[11:28:30.242 14/08/1994]',0.289,84.969
[11:28:30.244 14/08/1994]',0.289,84.969
[11:28:30.246 14/08/1994]',0.282,84.969
[11:28:30.248 14/08/1994]',0.274,84.969
[11:28:30.250 14/08/1994]',0.245,84.969
[11:28:30.252 14/08/1994]',0.237,84.969
[11:28:30.254 14/08/1994]',0.222,84.969
[11:28:30.256 14/08/1994]',0.208,84.735
[11:28:30.258 14/08/1994]',0.186,84.735
[11:28:30.260 14/08/1994]',0.178,84.735
[11:28:30.262 14/08/1994]',0.163,84.735
[11:28:30.264 14/08/1994]',0.148,84.268
[11:28:30.266 14/08/1994]',0.141,84.268
[11:28:30.268 14/08/1994]',0.119,84.268
[11:28:30.270 14/08/1994]',0.104,84.268
[11:28:30.272 14/08/1994]',0.089,83.489
[11:28:30.274 14/08/1994]',0.082,83.489
[11:28:30.276 14/08/1994]',0.075,83.489
[11:28:30.278 14/08/1994]',0.067,83.489
[11:28:30.280 14/08/1994]',0.045,82.555
[11:28:30.282 14/08/1994]',0.037,82.555
[11:28:30.284 14/08/1994]',0.023,82.555
[11:28:30.286 14/08/1994]',0.023,82.555
[11:28:30.288 14/08/1994]',0.023,81.308
[11:28:30.290 14/08/1994]',0.015,81.308
[11:28:30.292 14/08/1994]',0.015,81.308
[11:28:30.294 14/08/1994]',0.008,81.308
[11:28:30.296 14/08/1994]',0.001,79.751
[11:28:30.298 14/08/1994]',-0.007,79.751
[11:28:30.300 14/08/1994]',-0.022,79.751
[11:28:30.302 14/08/1994]',-0.029,79.751
[11:28:30.304 14/08/1994]',-0.029,77.96
[11:28:30.306 14/08/1994]',-0.029,77.96
[11:28:30.308 14/08/1994]',-0.029,77.96
[11:28:30.310 14/08/1994]',-0.029,77.96
[11:28:30.312 14/08/1994]',-0.036,76.012
[11:28:30.314 14/08/1994]',-0.029,76.012
[11:28:30.316 14/08/1994]',-0.029,76.012
[11:28:30.318 14/08/1994]',-0.029,76.012
[11:28:30.320 14/08/1994]',-0.036,73.832
[11:28:30.322 14/08/1994]',-0.036,73.832
[11:28:30.324 14/08/1994]',-0.036,73.832
[11:28:30.326 14/08/1994]',-0.051,73.832
[11:28:30.328 14/08/1994]',-0.066,71.651
[11:28:30.330 14/08/1994]',-0.074,71.651
[11:28:30.332 14/08/1994]',-0.074,71.651
[11:28:30.334 14/08/1994]',-0.066,71.651
[11:28:30.336 14/08/1994]',-0.051,69.315
[11:28:30.338 14/08/1994]',-0.051,69.315
[11:28:30.340 14/08/1994]',-0.051,69.315
[11:28:30.342 14/08/1994]',-0.051,69.315
[11:28:30.344 14/08/1994]',-0.051,66.978
[11:28:30.346 14/08/1994]',-0.044,66.978
[11:28:30.348 14/08/1994]',-0.044,66.978
[11:28:30.350 14/08/1994]',-0.036,66.978
[11:28:30.352 14/08/1994]',-0.044,64.642
[11:28:30.354 14/08/1994]',-0.044,64.642
[11:28:30.356 14/08/1994]',-0.044,64.642
[11:28:30.358 14/08/1994]',-0.044,64.642
[11:28:30.360 14/08/1994]',-0.044,62.383
[11:28:30.362 14/08/1994]',-0.036,62.383
[11:28:30.364 14/08/1994]',-0.036,62.383
[11:28:30.366 14/08/1994]',-0.044,62.383
[11:28:30.368 14/08/1994]',-0.036,60.436
[11:28:30.370 14/08/1994]',-0.036,60.436
[11:28:30.372 14/08/1994]',-0.036,60.436
[11:28:30.374 14/08/1994]',-0.036,60.436
[11:28:30.376 14/08/1994]',-0.036,59.034
[11:28:30.378 14/08/1994]',-0.036,59.034
[11:28:30.380 14/08/1994]',-0.044,59.034
[11:28:30.382 14/08/1994]',-0.044,59.034
[11:28:30.384 14/08/1994]',-0.044,58.1
[11:28:30.386 14/08/1994]',-0.051,58.1
[11:28:30.388 14/08/1994]',-0.044,58.1
[11:28:30.390 14/08/1994]',-0.044,58.1
[11:28:30.392 14/08/1994]',-0.044,57.71
[11:28:30.394 14/08/1994]',-0.044,57.71
[11:28:30.396 14/08/1994]',-0.051,57.71
[11:28:30.398 14/08/1994]',-0.051,57.71
[11:28:30.400 14/08/1994]',-0.051,57.866
[11:28:30.402 14/08/1994]',-0.051,57.866
[11:28:30.404 14/08/1994]',-0.051,57.866
[11:28:30.406 14/08/1994]',-0.051,57.866
[11:28:30.408 14/08/1994]',-0.051,58.255
[11:28:30.410 14/08/1994]',-0.051,58.255
[11:28:30.412 14/08/1994]',-0.051,58.255
[11:28:30.414 14/08/1994]',-0.051,58.255
[11:28:30.416 14/08/1994]',-0.051,58.801
[11:28:30.418 14/08/1994]',-0.066,58.801
[11:28:30.420 14/08/1994]',-0.051,58.801
[11:28:30.422 14/08/1994]',-0.051,58.801
[11:28:30.424 14/08/1994]',-0.051,59.268
[11:28:30.426 14/08/1994]',-0.051,59.268
[11:28:30.428 14/08/1994]',-0.051,59.268
[11:28:30.430 14/08/1994]',-0.051,59.268
[11:28:30.432 14/08/1994]',-0.051,59.579
[11:28:30.434 14/08/1994]',-0.066,59.579
[11:28:30.436 14/08/1994]',-0.051,59.579
